0.008777279860734117,0.9883003919666311,0.002921558077540097,7.700950920622586e-7
0.06212892845261267,0.9266749014370348,0.01119431919885637,1.8509114962415633e-6
0.1560674694099493,0.8339592699254177,0.009972750646559602,5.100180760860916e-7
0.28414765825264526,0.7142592617046533,0.0015919070752486658,1.17296745217753e-6
0.43444184016136184,0.5618432631773405,0.0037110530291917347,3.843632113795447e-6
0.5862308676304875,0.4060816571500961,0.007684015449972258,3.459769414704522e-6
0.7284951944946894,0.26804896381023813,0.003454852717580849,9.88977492764758e-7
0.8524098252035212,0.1475314908584161,5.8503366014024135e-5,1.805719834418828e-7
0.9378557432957411,0.059924833147113776,0.002218506404251133,9.171529115220312e-7
0.9763941370104222,0.01885570889272503,0.004748859115043804,1.2949816745977665e-6
0.9736160577677646,0.023053551302600284,0.0033298063910602244,5.84538518601569e-7
0.9248482068385926,0.07487266542864504,0.00027860122837864354,5.265043307896375e-7
0.829389809893514,0.16713621390552535,0.0034719479933833677,2.028207581832392e-6
0.7050705699500366,0.28617775639608356,0.00874961106989396,2.062583897025902e-6
0.5646004822197324,0.4305038400757123,0.004894846413409516,8.312910186498971e-7
0.41471431891995736,0.5832027157501145,0.0020803606755675987,2.6046543361337577e-6
0.27369834169073787,0.7163597129294168,0.009937221715449382,4.723664433609268e-6
0.15836271150225906,0.8302425454314183,0.011392164912091442,2.578154229951851e-6
0.07580906574736482,0.9205948163287441,0.003595267963205007,8.499604217531789e-7
0.03444604761745394,0.9593624903377297,0.006188882608869885,2.57943570536934e-6
0.039313221629426964,0.9480270812263378,0.012657150347501579,2.546796624129542e-6
0.08834069289280153,0.9048308329328678,0.006827656391835317,8.17782399383584e-7
0.1783539179658775,0.8194442648392599,0.0021998287002850535,1.988494474618807e-6
0.2991752615976685,0.6934334107202307,0.0073879232952123765,3.404386909312401e-6
0.4361523876433584,0.5562660481626819,0.007579787403267885,1.7767907010002818e-6
0.5803856279556397,0.4178630879921891,0.0017509168263627893,3.6722565529784696e-7
